technician_id,name,experience_years,shift_type
T874,Tech_T874,7,Mixed
T875,Tech_T875,2,Evening
T876,Tech_T876,8,Day
T877,Tech_T877,7,Day
T878,Tech_T878,7,Evening
T879,Tech_T879,8,Day
T880,Tech_T880,5,Mixed
T881,Tech_T881,2,Evening
T882,Tech_T882,3,Day
T883,Tech_T883,9,Mixed
T884,Tech_T884,3,Evening
T885,Tech_T885,3,Evening
T886,Tech_T886,5,Mixed
T887,Tech_T887,7,Evening
T888,Tech_T888,8,Evening
T889,Tech_T889,10,Mixed
T890,Tech_T890,4,Mixed
T891,Tech_T891,3,Day
T892,Tech_T892,7,Evening
T893,Tech_T893,8,Evening
T894,Tech_T894,1,Mixed
T895,Tech_T895,7,Day
T896,Tech_T896,9,Mixed
T897,Tech_T897,3,Mixed
T898,Tech_T898,10,Evening
T899,Tech_T899,6,Evening
T900,Tech_T900,4,Mixed
T901,Tech_T901,9,Day
T902,Tech_T902,5,Evening
T903,Tech_T903,9,Day
T904,Tech_T904,9,Evening
T905,Tech_T905,5,Day
T906,Tech_T906,6,Evening
T907,Tech_T907,6,Day
T908,Tech_T908,6,Evening
T909,Tech_T909,8,Day
T910,Tech_T910,4,Mixed
T911,Tech_T911,8,Day
T912,Tech_T912,7,Evening
T913,Tech_T913,7,Day
T914,Tech_T914,5,Day
T915,Tech_T915,8,Evening
T916,Tech_T916,1,Day
T917,Tech_T917,7,Mixed
T918,Tech_T918,10,Mixed
T919,Tech_T919,7,Evening
T920,Tech_T920,5,Day
T921,Tech_T921,1,Mixed
T922,Tech_T922,7,Evening
T923,Tech_T923,7,Day
T924,Tech_T924,3,Day
T925,Tech_T925,3,Evening
T926,Tech_T926,9,Day
T927,Tech_T927,1,Mixed
T928,Tech_T928,9,Evening
T929,Tech_T929,7,Evening
T930,Tech_T930,6,Day
T931,Tech_T931,1,Evening
T932,Tech_T932,8,Mixed
T933,Tech_T933,5,Day
T934,Tech_T934,10,Day
T935,Tech_T935,9,Day
T936,Tech_T936,5,Day
T937,Tech_T937,3,Evening
T938,Tech_T938,1,Evening
T939,Tech_T939,6,Evening
T940,Tech_T940,4,Evening
T941,Tech_T941,8,Mixed
T942,Tech_T942,9,Day
T943,Tech_T943,9,Day
T944,Tech_T944,8,Day
T945,Tech_T945,7,Evening
T946,Tech_T946,4,Evening
T947,Tech_T947,8,Day
T948,Tech_T948,5,Evening
T949,Tech_T949,1,Mixed
T950,Tech_T950,1,Day
T951,Tech_T951,5,Evening
T952,Tech_T952,3,Evening
T953,Tech_T953,4,Mixed
T954,Tech_T954,3,Day
T955,Tech_T955,2,Day
T956,Tech_T956,10,Mixed
T957,Tech_T957,3,Mixed
T958,Tech_T958,10,Day
T959,Tech_T959,5,Day
T960,Tech_T960,8,Mixed
T961,Tech_T961,1,Day
T962,Tech_T962,5,Mixed
T963,Tech_T963,3,Day
T964,Tech_T964,6,Mixed
T965,Tech_T965,2,Evening
T966,Tech_T966,1,Mixed
T967,Tech_T967,7,Day
T968,Tech_T968,1,Evening
T969,Tech_T969,8,Day
T970,Tech_T970,3,Evening
T971,Tech_T971,2,Mixed
T972,Tech_T972,10,Day
T973,Tech_T973,3,Evening
T974,Tech_T974,5,Evening
T975,Tech_T975,8,Day
T976,Tech_T976,1,Day
T977,Tech_T977,2,Evening
T978,Tech_T978,4,Mixed
T979,Tech_T979,7,Evening
T980,Tech_T980,5,Evening
T981,Tech_T981,10,Mixed
T982,Tech_T982,4,Day
T983,Tech_T983,8,Day
T984,Tech_T984,1,Day
T985,Tech_T985,5,Day
T986,Tech_T986,7,Day
T987,Tech_T987,6,Mixed
T988,Tech_T988,10,Mixed
T989,Tech_T989,1,Day
T990,Tech_T990,10,Evening
T991,Tech_T991,7,Day
T992,Tech_T992,2,Evening
T993,Tech_T993,10,Day
T994,Tech_T994,5,Mixed
T995,Tech_T995,3,Mixed
T996,Tech_T996,2,Evening
T997,Tech_T997,6,Evening
T998,Tech_T998,2,Mixed
T999,Tech_T999,3,Evening
T1000,Tech_T1000,3,Mixed
T1001,Tech_T1001,4,Evening
T1002,Tech_T1002,9,Day
T1003,Tech_T1003,5,Day
T1004,Tech_T1004,2,Evening
T1005,Tech_T1005,9,Day
T1006,Tech_T1006,1,Mixed
T1007,Tech_T1007,7,Day
T1008,Tech_T1008,1,Mixed
T1009,Tech_T1009,6,Day
T1010,Tech_T1010,1,Day
T1011,Tech_T1011,6,Day
T1012,Tech_T1012,8,Day
T1013,Tech_T1013,10,Evening
T1014,Tech_T1014,2,Day
T1015,Tech_T1015,5,Evening
T1016,Tech_T1016,10,Mixed
T1017,Tech_T1017,2,Mixed
T1018,Tech_T1018,5,Day
T1019,Tech_T1019,3,Mixed
T1020,Tech_T1020,6,Day
T1021,Tech_T1021,6,Mixed
T1022,Tech_T1022,9,Mixed
T1023,Tech_T1023,6,Mixed
T1024,Tech_T1024,4,Day
T1025,Tech_T1025,2,Evening
T1026,Tech_T1026,7,Mixed
T1027,Tech_T1027,9,Day
T1028,Tech_T1028,4,Day
T1029,Tech_T1029,1,Mixed
T1030,Tech_T1030,8,Evening
T1031,Tech_T1031,3,Mixed
T1032,Tech_T1032,9,Day
T1033,Tech_T1033,6,Day
T1034,Tech_T1034,3,Mixed
T1035,Tech_T1035,3,Evening
T1036,Tech_T1036,4,Mixed
T1037,Tech_T1037,6,Evening
T1038,Tech_T1038,2,Evening
T1039,Tech_T1039,7,Day
T1040,Tech_T1040,6,Day
T1041,Tech_T1041,7,Evening
T1042,Tech_T1042,4,Day
T1043,Tech_T1043,7,Day
T1044,Tech_T1044,10,Mixed
T1045,Tech_T1045,4,Mixed
T1046,Tech_T1046,9,Evening
T1047,Tech_T1047,5,Day
T1048,Tech_T1048,9,Mixed
T1049,Tech_T1049,9,Mixed
T1050,Tech_T1050,3,Day
T1051,Tech_T1051,1,Mixed
T1052,Tech_T1052,9,Evening
T1053,Tech_T1053,9,Evening
T1054,Tech_T1054,3,Day
T1055,Tech_T1055,4,Day
T1056,Tech_T1056,7,Evening
T1057,Tech_T1057,9,Day
T1058,Tech_T1058,10,Day
T1059,Tech_T1059,8,Day
T1060,Tech_T1060,3,Evening
T1061,Tech_T1061,6,Mixed
T1062,Tech_T1062,1,Evening
T1063,Tech_T1063,9,Day
T1064,Tech_T1064,9,Day
T1065,Tech_T1065,7,Day
T1066,Tech_T1066,8,Evening
T1067,Tech_T1067,1,Mixed
T1068,Tech_T1068,10,Evening
T1069,Tech_T1069,8,Day
T1070,Tech_T1070,2,Evening
T1071,Tech_T1071,8,Mixed
T1072,Tech_T1072,6,Evening
T1073,Tech_T1073,9,Day
T1074,Tech_T1074,2,Mixed
T1075,Tech_T1075,7,Evening
T1076,Tech_T1076,7,Evening
T1077,Tech_T1077,9,Mixed
T1078,Tech_T1078,3,Day
T1079,Tech_T1079,3,Evening
T1080,Tech_T1080,5,Mixed
T1081,Tech_T1081,2,Mixed
T1082,Tech_T1082,4,Evening
T1083,Tech_T1083,10,Evening
T1084,Tech_T1084,1,Mixed
T1085,Tech_T1085,10,Day
T1086,Tech_T1086,5,Day
T1087,Tech_T1087,10,Day
T1088,Tech_T1088,8,Mixed
T1089,Tech_T1089,5,Evening
T1090,Tech_T1090,6,Mixed
T1091,Tech_T1091,9,Evening
T1092,Tech_T1092,3,Day
T1093,Tech_T1093,1,Day
T1094,Tech_T1094,9,Mixed
T1095,Tech_T1095,2,Mixed
T1096,Tech_T1096,1,Day
T1097,Tech_T1097,8,Evening
T1098,Tech_T1098,9,Day
T1099,Tech_T1099,2,Mixed
T1100,Tech_T1100,3,Day
T1101,Tech_T1101,6,Day
T1102,Tech_T1102,1,Day
T1103,Tech_T1103,7,Mixed
T1104,Tech_T1104,2,Mixed
T1105,Tech_T1105,5,Evening
T1106,Tech_T1106,10,Day
T1107,Tech_T1107,3,Day
T1108,Tech_T1108,7,Evening
T1109,Tech_T1109,2,Mixed
T1110,Tech_T1110,8,Day
T1111,Tech_T1111,3,Mixed
T1112,Tech_T1112,4,Evening
T1113,Tech_T1113,3,Day
T1114,Tech_T1114,3,Day
T1115,Tech_T1115,2,Evening
T1116,Tech_T1116,4,Day
T1117,Tech_T1117,4,Day
T1118,Tech_T1118,6,Evening
T1119,Tech_T1119,6,Day
T1120,Tech_T1120,3,Day
T1121,Tech_T1121,9,Mixed
T1122,Tech_T1122,5,Evening
T1123,Tech_T1123,5,Mixed
T1124,Tech_T1124,8,Day
T1125,Tech_T1125,5,Evening
T1126,Tech_T1126,5,Day
T1127,Tech_T1127,3,Day
T1128,Tech_T1128,7,Evening
T1129,Tech_T1129,1,Evening
T1130,Tech_T1130,2,Evening
T1131,Tech_T1131,1,Evening
T1132,Tech_T1132,8,Day
T1133,Tech_T1133,1,Day
T1134,Tech_T1134,2,Mixed
T1135,Tech_T1135,10,Evening
T1136,Tech_T1136,2,Day
T1137,Tech_T1137,6,Mixed
T1138,Tech_T1138,3,Mixed
T1139,Tech_T1139,8,Day
T1140,Tech_T1140,1,Evening
T1141,Tech_T1141,6,Mixed
T1142,Tech_T1142,8,Day
T1143,Tech_T1143,1,Evening
T1144,Tech_T1144,4,Evening
T1145,Tech_T1145,8,Mixed
T1146,Tech_T1146,3,Evening
T1147,Tech_T1147,1,Day
T1148,Tech_T1148,6,Day
T1149,Tech_T1149,3,Mixed
T1150,Tech_T1150,5,Day
T1151,Tech_T1151,1,Day
T1152,Tech_T1152,6,Evening
T1153,Tech_T1153,5,Evening
T1154,Tech_T1154,1,Day
T1155,Tech_T1155,8,Evening
T1156,Tech_T1156,9,Day
T1157,Tech_T1157,5,Evening
T1158,Tech_T1158,5,Day
T1159,Tech_T1159,8,Mixed
T1160,Tech_T1160,4,Day
T1161,Tech_T1161,4,Evening
T1162,Tech_T1162,4,Evening
T1163,Tech_T1163,5,Day
T1164,Tech_T1164,4,Day
T1165,Tech_T1165,6,Mixed
T1166,Tech_T1166,10,Mixed
T1167,Tech_T1167,4,Mixed
T1168,Tech_T1168,1,Evening
T1169,Tech_T1169,8,Evening
T1170,Tech_T1170,5,Day
T1171,Tech_T1171,5,Evening
T1172,Tech_T1172,10,Evening
T1173,Tech_T1173,3,Day
T1174,Tech_T1174,1,Evening
T1175,Tech_T1175,2,Mixed
T1176,Tech_T1176,3,Evening
T1177,Tech_T1177,4,Day
T1178,Tech_T1178,10,Day
T1179,Tech_T1179,4,Mixed
T1180,Tech_T1180,4,Day
T1181,Tech_T1181,10,Evening
T1182,Tech_T1182,1,Evening
T1183,Tech_T1183,9,Mixed
T1184,Tech_T1184,1,Mixed
T1185,Tech_T1185,5,Evening
T1186,Tech_T1186,4,Day
T1187,Tech_T1187,1,Evening
T1188,Tech_T1188,7,Day
T1189,Tech_T1189,9,Evening
T1190,Tech_T1190,5,Mixed
T1191,Tech_T1191,9,Mixed
T1192,Tech_T1192,6,Mixed
T1193,Tech_T1193,9,Mixed
T1194,Tech_T1194,3,Day
T1195,Tech_T1195,9,Evening
T1196,Tech_T1196,1,Evening
T1197,Tech_T1197,3,Mixed
T1198,Tech_T1198,6,Day
T1199,Tech_T1199,2,Day
T1200,Tech_T1200,1,Day
T1201,Tech_T1201,10,Evening
T1202,Tech_T1202,5,Mixed
T1203,Tech_T1203,1,Evening
T1204,Tech_T1204,6,Day
T1205,Tech_T1205,6,Mixed
T1206,Tech_T1206,8,Mixed
T1207,Tech_T1207,1,Mixed
T1208,Tech_T1208,6,Mixed
T1209,Tech_T1209,1,Day
T1210,Tech_T1210,6,Day
T1211,Tech_T1211,6,Evening
T1212,Tech_T1212,5,Mixed
T1213,Tech_T1213,10,Evening
T1214,Tech_T1214,9,Evening
T1215,Tech_T1215,10,Day
T1216,Tech_T1216,3,Day
T1217,Tech_T1217,9,Evening
T1218,Tech_T1218,5,Evening
T1219,Tech_T1219,7,Mixed
T1220,Tech_T1220,2,Mixed
T1221,Tech_T1221,6,Evening
T1222,Tech_T1222,10,Evening
T1223,Tech_T1223,7,Evening
T1224,Tech_T1224,9,Day
T1225,Tech_T1225,3,Evening
T1226,Tech_T1226,9,Day
T1227,Tech_T1227,6,Mixed
T1228,Tech_T1228,6,Mixed
T1229,Tech_T1229,8,Mixed
T1230,Tech_T1230,4,Mixed
T1231,Tech_T1231,6,Mixed
T1232,Tech_T1232,1,Evening
T1233,Tech_T1233,4,Evening
T1234,Tech_T1234,6,Mixed
T1235,Tech_T1235,10,Day
T1236,Tech_T1236,7,Mixed
T1237,Tech_T1237,7,Mixed
T1238,Tech_T1238,5,Evening
T1239,Tech_T1239,1,Evening
T1240,Tech_T1240,3,Evening
T1241,Tech_T1241,8,Day
T1242,Tech_T1242,1,Mixed
T1243,Tech_T1243,8,Day
T1244,Tech_T1244,7,Evening
T1245,Tech_T1245,3,Mixed
T1246,Tech_T1246,1,Day
T1247,Tech_T1247,8,Day
T1248,Tech_T1248,8,Evening
T1249,Tech_T1249,7,Evening
T1250,Tech_T1250,9,Evening
T1251,Tech_T1251,1,Day
T1252,Tech_T1252,8,Evening
T1253,Tech_T1253,1,Evening
T1254,Tech_T1254,6,Day
T1255,Tech_T1255,2,Mixed
T1256,Tech_T1256,5,Day
T1257,Tech_T1257,10,Mixed
T1258,Tech_T1258,3,Day
T1259,Tech_T1259,10,Evening
T1260,Tech_T1260,4,Evening
T1261,Tech_T1261,8,Mixed
T1262,Tech_T1262,6,Day
T1263,Tech_T1263,9,Evening
T1264,Tech_T1264,5,Mixed
T1265,Tech_T1265,1,Day
T1266,Tech_T1266,1,Evening
T1267,Tech_T1267,2,Evening
T1268,Tech_T1268,10,Mixed
T1269,Tech_T1269,9,Evening
T1270,Tech_T1270,1,Evening
T1271,Tech_T1271,2,Day
T1272,Tech_T1272,9,Day
T1273,Tech_T1273,1,Mixed
T1274,Tech_T1274,2,Mixed
T1275,Tech_T1275,4,Day
T1276,Tech_T1276,8,Day
T1277,Tech_T1277,8,Evening
T1278,Tech_T1278,5,Day
T1279,Tech_T1279,9,Evening
T1280,Tech_T1280,10,Day
T1281,Tech_T1281,1,Evening
T1282,Tech_T1282,4,Evening
T1283,Tech_T1283,7,Evening
T1284,Tech_T1284,6,Mixed
T1285,Tech_T1285,2,Mixed
T1286,Tech_T1286,7,Mixed
T1287,Tech_T1287,3,Evening
T1288,Tech_T1288,2,Evening
T1289,Tech_T1289,1,Day
T1290,Tech_T1290,6,Evening
T1291,Tech_T1291,6,Evening
T1292,Tech_T1292,4,Day
T1293,Tech_T1293,5,Evening
T1294,Tech_T1294,5,Mixed
T1295,Tech_T1295,10,Mixed
T1296,Tech_T1296,8,Day
T1297,Tech_T1297,6,Day
T1298,Tech_T1298,10,Evening
T1299,Tech_T1299,7,Evening
T1300,Tech_T1300,3,Evening
T1301,Tech_T1301,1,Day
T1302,Tech_T1302,2,Mixed
T1303,Tech_T1303,10,Day
T1304,Tech_T1304,5,Day
T1305,Tech_T1305,5,Day
T1306,Tech_T1306,7,Mixed
T1307,Tech_T1307,1,Evening
T1308,Tech_T1308,1,Evening
T1309,Tech_T1309,10,Day
T1310,Tech_T1310,2,Mixed
T1311,Tech_T1311,2,Mixed
T1312,Tech_T1312,5,Day
T1313,Tech_T1313,1,Evening
T1314,Tech_T1314,3,Day
T1315,Tech_T1315,10,Evening
T1316,Tech_T1316,9,Mixed
T1317,Tech_T1317,3,Mixed
T1318,Tech_T1318,2,Day
T1319,Tech_T1319,1,Mixed
T1320,Tech_T1320,9,Day
T1321,Tech_T1321,3,Evening
T1322,Tech_T1322,2,Mixed
T1323,Tech_T1323,9,Evening
T1324,Tech_T1324,10,Mixed
T1325,Tech_T1325,10,Day
T1326,Tech_T1326,6,Mixed
T1327,Tech_T1327,6,Mixed
T1328,Tech_T1328,8,Day
T1329,Tech_T1329,4,Mixed
T1330,Tech_T1330,2,Evening
T1331,Tech_T1331,1,Mixed
T1332,Tech_T1332,2,Day
T1333,Tech_T1333,7,Day
T1334,Tech_T1334,7,Day
T1335,Tech_T1335,4,Day
T1336,Tech_T1336,5,Mixed
T1337,Tech_T1337,10,Mixed
T1338,Tech_T1338,1,Evening
T1339,Tech_T1339,10,Evening
T1340,Tech_T1340,9,Mixed
T1341,Tech_T1341,7,Mixed
T1342,Tech_T1342,5,Evening
T1343,Tech_T1343,7,Day
T1344,Tech_T1344,5,Evening
T1345,Tech_T1345,2,Day
T1346,Tech_T1346,8,Mixed
T1347,Tech_T1347,7,Mixed
T1348,Tech_T1348,10,Day
T1349,Tech_T1349,8,Evening
T1350,Tech_T1350,9,Evening
T1351,Tech_T1351,3,Mixed
T1352,Tech_T1352,6,Mixed
T1353,Tech_T1353,7,Mixed
T1354,Tech_T1354,3,Day
T1355,Tech_T1355,8,Mixed
T1356,Tech_T1356,1,Evening
T1357,Tech_T1357,9,Mixed
T1358,Tech_T1358,6,Day
T1359,Tech_T1359,9,Evening
T1360,Tech_T1360,3,Evening
T1361,Tech_T1361,3,Mixed
T1362,Tech_T1362,6,Day
T1363,Tech_T1363,9,Mixed
T1364,Tech_T1364,9,Mixed
T1365,Tech_T1365,3,Evening
T1366,Tech_T1366,5,Evening
T1367,Tech_T1367,7,Day
T1368,Tech_T1368,2,Evening
T1369,Tech_T1369,6,Mixed
T1370,Tech_T1370,8,Evening
T1371,Tech_T1371,5,Day
T1372,Tech_T1372,3,Mixed
T1373,Tech_T1373,10,Evening
T1374,Tech_T1374,5,Day
T1375,Tech_T1375,4,Evening
T1376,Tech_T1376,4,Mixed
T1377,Tech_T1377,7,Evening
T1378,Tech_T1378,1,Day
T1379,Tech_T1379,2,Evening
T1380,Tech_T1380,5,Evening
T1381,Tech_T1381,3,Evening
T1382,Tech_T1382,7,Evening
T1383,Tech_T1383,8,Mixed
T1384,Tech_T1384,5,Day
T1385,Tech_T1385,7,Evening
T1386,Tech_T1386,3,Mixed
T1387,Tech_T1387,6,Mixed
T1388,Tech_T1388,8,Mixed
T1389,Tech_T1389,10,Mixed
T1390,Tech_T1390,6,Day
T1391,Tech_T1391,10,Mixed
T1392,Tech_T1392,8,Evening
T1393,Tech_T1393,10,Day
T1394,Tech_T1394,6,Mixed
T1395,Tech_T1395,3,Evening
T1396,Tech_T1396,7,Day
T1397,Tech_T1397,1,Evening
T1398,Tech_T1398,6,Evening
T1399,Tech_T1399,5,Day
T1400,Tech_T1400,2,Evening
T1401,Tech_T1401,7,Evening
T1402,Tech_T1402,3,Mixed
T1403,Tech_T1403,3,Day
T1404,Tech_T1404,4,Evening
T1405,Tech_T1405,1,Evening
T1406,Tech_T1406,6,Day
T1407,Tech_T1407,5,Day
T1408,Tech_T1408,2,Day
T1409,Tech_T1409,7,Day
T1410,Tech_T1410,10,Day
T1411,Tech_T1411,1,Evening
T1412,Tech_T1412,5,Mixed
T1413,Tech_T1413,5,Mixed
T1414,Tech_T1414,8,Evening
T1415,Tech_T1415,3,Day
T1416,Tech_T1416,1,Evening
T1417,Tech_T1417,4,Day
T1418,Tech_T1418,8,Mixed
T1419,Tech_T1419,2,Mixed
T1420,Tech_T1420,4,Mixed
T1421,Tech_T1421,8,Day
T1422,Tech_T1422,8,Evening
T1423,Tech_T1423,5,Day
T1424,Tech_T1424,6,Evening
T1425,Tech_T1425,7,Mixed
T1426,Tech_T1426,9,Mixed
T1427,Tech_T1427,7,Day
T1428,Tech_T1428,4,Evening
T1429,Tech_T1429,2,Day
T1430,Tech_T1430,8,Day
T1431,Tech_T1431,8,Day
T1432,Tech_T1432,1,Day
T1433,Tech_T1433,7,Mixed
T1434,Tech_T1434,2,Day
T1435,Tech_T1435,10,Mixed
T1436,Tech_T1436,6,Day
T1437,Tech_T1437,4,Mixed
T1438,Tech_T1438,6,Mixed
T1439,Tech_T1439,10,Day
T1440,Tech_T1440,3,Mixed
T1441,Tech_T1441,6,Evening
T1442,Tech_T1442,9,Mixed
T1443,Tech_T1443,8,Day
T1444,Tech_T1444,9,Mixed
T1445,Tech_T1445,7,Mixed
T1446,Tech_T1446,3,Mixed
T1447,Tech_T1447,8,Day
T1448,Tech_T1448,10,Evening
T1449,Tech_T1449,2,Mixed
T1450,Tech_T1450,8,Mixed
T1451,Tech_T1451,8,Evening
T1452,Tech_T1452,8,Day
T1453,Tech_T1453,2,Mixed
T1454,Tech_T1454,1,Evening
T1455,Tech_T1455,9,Mixed
T1456,Tech_T1456,5,Mixed
T1457,Tech_T1457,7,Day
T1458,Tech_T1458,3,Mixed
T1459,Tech_T1459,6,Day
T1460,Tech_T1460,8,Day
T1461,Tech_T1461,9,Day
T1462,Tech_T1462,3,Mixed
T1463,Tech_T1463,1,Mixed
T1464,Tech_T1464,8,Mixed
T1465,Tech_T1465,7,Day
T1466,Tech_T1466,5,Day
T1467,Tech_T1467,3,Day
T1468,Tech_T1468,7,Evening
T1469,Tech_T1469,4,Mixed
T1470,Tech_T1470,9,Mixed
T1471,Tech_T1471,5,Day
T1472,Tech_T1472,9,Mixed
T1473,Tech_T1473,7,Day
T1474,Tech_T1474,9,Mixed
T1475,Tech_T1475,9,Day
T1476,Tech_T1476,7,Day
T1477,Tech_T1477,4,Mixed
T1478,Tech_T1478,3,Day
T1479,Tech_T1479,9,Mixed
T1480,Tech_T1480,2,Day
T1481,Tech_T1481,8,Mixed
T1482,Tech_T1482,1,Mixed
T1483,Tech_T1483,10,Day
T1484,Tech_T1484,7,Day
T1485,Tech_T1485,2,Day
T1486,Tech_T1486,10,Day
T1487,Tech_T1487,3,Mixed
T1488,Tech_T1488,2,Mixed
T1489,Tech_T1489,5,Evening
T1490,Tech_T1490,8,Day
T1491,Tech_T1491,1,Evening
T1492,Tech_T1492,1,Day
T1493,Tech_T1493,8,Day
T1494,Tech_T1494,2,Evening
T1495,Tech_T1495,8,Evening
T1496,Tech_T1496,3,Mixed
T1497,Tech_T1497,4,Mixed
T1498,Tech_T1498,7,Evening
T1499,Tech_T1499,2,Mixed
T1500,Tech_T1500,4,Evening
T1501,Tech_T1501,1,Day
T1502,Tech_T1502,3,Mixed
T1503,Tech_T1503,7,Evening
T1504,Tech_T1504,8,Evening
T1505,Tech_T1505,3,Mixed
T1506,Tech_T1506,7,Mixed
T1507,Tech_T1507,2,Mixed
T1508,Tech_T1508,2,Evening
T1509,Tech_T1509,9,Mixed
T1510,Tech_T1510,10,Day
T1511,Tech_T1511,7,Evening
T1512,Tech_T1512,1,Evening
T1513,Tech_T1513,2,Mixed
T1514,Tech_T1514,9,Mixed
T1515,Tech_T1515,9,Evening
T1516,Tech_T1516,1,Mixed
T1517,Tech_T1517,6,Day
T1518,Tech_T1518,6,Mixed
T1519,Tech_T1519,9,Mixed
T1520,Tech_T1520,7,Mixed
T1521,Tech_T1521,9,Mixed
T1522,Tech_T1522,3,Mixed
T1523,Tech_T1523,8,Evening
T1524,Tech_T1524,10,Evening
T1525,Tech_T1525,6,Mixed
T1526,Tech_T1526,10,Mixed
T1527,Tech_T1527,9,Day
T1528,Tech_T1528,9,Mixed
T1529,Tech_T1529,4,Mixed
T1530,Tech_T1530,9,Day
T1531,Tech_T1531,9,Day
T1532,Tech_T1532,5,Evening
T1533,Tech_T1533,1,Day
T1534,Tech_T1534,2,Evening
T1535,Tech_T1535,3,Mixed
T1536,Tech_T1536,5,Mixed
T1537,Tech_T1537,8,Evening
T1538,Tech_T1538,1,Mixed
T1539,Tech_T1539,7,Evening
T1540,Tech_T1540,10,Mixed
T1541,Tech_T1541,5,Day
T1542,Tech_T1542,7,Mixed
T1543,Tech_T1543,9,Day
T1544,Tech_T1544,10,Evening
T1545,Tech_T1545,2,Day
T1546,Tech_T1546,6,Mixed
T1547,Tech_T1547,3,Day
T1548,Tech_T1548,3,Evening
T1549,Tech_T1549,8,Day
T1550,Tech_T1550,7,Mixed
T1551,Tech_T1551,2,Evening
T1552,Tech_T1552,5,Day
T1553,Tech_T1553,6,Mixed
T1554,Tech_T1554,3,Mixed
T1555,Tech_T1555,1,Mixed
T1556,Tech_T1556,9,Mixed
T1557,Tech_T1557,8,Mixed
T1558,Tech_T1558,9,Evening
T1559,Tech_T1559,1,Mixed
T1560,Tech_T1560,8,Evening
T1561,Tech_T1561,8,Day
T1562,Tech_T1562,8,Day
T1563,Tech_T1563,10,Mixed
T1564,Tech_T1564,10,Mixed
T1565,Tech_T1565,8,Day
T1566,Tech_T1566,8,Day
T1567,Tech_T1567,8,Evening
T1568,Tech_T1568,2,Day
T1569,Tech_T1569,2,Mixed
T1570,Tech_T1570,2,Day
T1571,Tech_T1571,3,Evening
T1572,Tech_T1572,2,Evening
T1573,Tech_T1573,9,Evening
T1574,Tech_T1574,9,Mixed
T1575,Tech_T1575,7,Mixed
T1576,Tech_T1576,5,Day
T1577,Tech_T1577,10,Mixed
T1578,Tech_T1578,6,Evening
T1579,Tech_T1579,2,Day
T1580,Tech_T1580,1,Mixed
T1581,Tech_T1581,2,Mixed
T1582,Tech_T1582,2,Evening
T1583,Tech_T1583,10,Mixed
T1584,Tech_T1584,5,Day
T1585,Tech_T1585,8,Day
T1586,Tech_T1586,3,Day
T1587,Tech_T1587,2,Mixed
T1588,Tech_T1588,8,Mixed
T1589,Tech_T1589,9,Day
T1590,Tech_T1590,9,Evening
T1591,Tech_T1591,7,Evening
T1592,Tech_T1592,2,Day
T1593,Tech_T1593,5,Mixed
T1594,Tech_T1594,9,Evening
T1595,Tech_T1595,3,Mixed
T1596,Tech_T1596,10,Day
T1597,Tech_T1597,9,Evening
T1598,Tech_T1598,5,Evening
T1599,Tech_T1599,8,Day
T1600,Tech_T1600,2,Day
T1601,Tech_T1601,6,Day
T1602,Tech_T1602,8,Mixed
T1603,Tech_T1603,6,Mixed
T1604,Tech_T1604,10,Mixed
T1605,Tech_T1605,6,Day
T1606,Tech_T1606,4,Day
T1607,Tech_T1607,1,Day
T1608,Tech_T1608,8,Mixed
T1609,Tech_T1609,9,Mixed
T1610,Tech_T1610,6,Day
T1611,Tech_T1611,6,Mixed
T1612,Tech_T1612,2,Mixed
T1613,Tech_T1613,9,Mixed
T1614,Tech_T1614,8,Evening
T1615,Tech_T1615,3,Evening
T1616,Tech_T1616,10,Day
T1617,Tech_T1617,3,Day
T1618,Tech_T1618,9,Day
T1619,Tech_T1619,6,Day
T1620,Tech_T1620,7,Day
T1621,Tech_T1621,10,Mixed
T1622,Tech_T1622,7,Day
T1623,Tech_T1623,5,Evening
T1624,Tech_T1624,9,Evening
T1625,Tech_T1625,5,Mixed
T1626,Tech_T1626,4,Day
T1627,Tech_T1627,10,Day
T1628,Tech_T1628,7,Day
T1629,Tech_T1629,3,Mixed
T1630,Tech_T1630,3,Evening
T1631,Tech_T1631,3,Mixed
T1632,Tech_T1632,7,Evening
T1633,Tech_T1633,5,Evening
T1634,Tech_T1634,6,Day
T1635,Tech_T1635,2,Evening
T1636,Tech_T1636,4,Day
T1637,Tech_T1637,6,Day
T1638,Tech_T1638,6,Evening
T1639,Tech_T1639,10,Mixed
T1640,Tech_T1640,5,Evening
T1641,Tech_T1641,4,Mixed
T1642,Tech_T1642,3,Mixed
T1643,Tech_T1643,7,Mixed
T1644,Tech_T1644,6,Mixed
T1645,Tech_T1645,2,Day
T1646,Tech_T1646,9,Evening
T1647,Tech_T1647,7,Day
T1648,Tech_T1648,8,Mixed
T1649,Tech_T1649,8,Day
T1650,Tech_T1650,6,Evening
T1651,Tech_T1651,5,Evening
T1652,Tech_T1652,9,Mixed
T1653,Tech_T1653,9,Mixed
T1654,Tech_T1654,5,Evening
T1655,Tech_T1655,10,Mixed
T1656,Tech_T1656,1,Evening
T1657,Tech_T1657,10,Mixed
T1658,Tech_T1658,2,Mixed
T1659,Tech_T1659,3,Mixed
T1660,Tech_T1660,7,Mixed
T1661,Tech_T1661,6,Day
T1662,Tech_T1662,6,Day
T1663,Tech_T1663,2,Day
T1664,Tech_T1664,1,Day
