drug_id,drug_name,drug_class,form,strength,stock_on_hand,reorder_level,lead_time_days,unit_cost,expiry_date
D324,STAT_D324,Antibiotic,Tablet,5mg,444,97,26,96.65,2026-07-03
D325,STAT_D325,Antibiotic,Tablet,50mg,259,61,10,125.96,2024-05-27
D326,STAT_D326,Antihypertensive,Syrup,10mg,227,71,13,32.34,2026-01-16
D327,STAT_D327,Antidiabetic,Injection,100mg,35,57,22,115.19,2026-03-04
D328,STAT_D328,Antibiotic,Syrup,20mg,156,55,28,77.64,2026-07-24
D329,STAT_D329,Antihypertensive,Capsule,5mg,271,25,5,61.88,2024-04-29
D330,STAT_D330,Antihypertensive,Syrup,20mg,90,28,4,106.45,2026-06-12
D331,STAT_D331,Analgesic,Tablet,100mg,55,46,27,108.94,2024-03-06
D332,STAT_D332,Antibiotic,Injection,5mg,95,34,4,37.58,2026-01-24
D333,STAT_D333,Antidepressant,Injection,5mg,78,39,14,180.45,2025-11-22
D334,STAT_D334,Analgesic,Syrup,20mg,34,60,14,195.44,2026-12-03
D335,STAT_D335,Antibiotic,Injection,20mg,178,55,30,149.41,2026-08-08
D336,STAT_D336,Antihypertensive,Injection,100mg,174,23,28,92.66,2026-12-23
D337,STAT_D337,Antihypertensive,Tablet,100mg,67,33,22,27.85,2025-12-28
D338,STAT_D338,Antidiabetic,Syrup,20mg,398,48,13,41.13,2026-07-29
D339,STAT_D339,Antibiotic,Injection,50mg,71,45,2,82.95,2025-03-09
D340,STAT_D340,Antibiotic,Capsule,10mg,157,80,10,127.76,2026-09-06
D341,STAT_D341,Antihypertensive,Tablet,10mg,148,40,7,117,2025-01-08
D342,STAT_D342,Antidepressant,Syrup,5mg,314,80,19,27.15,2026-08-08
D343,STAT_D343,Antidepressant,Injection,50mg,72,29,14,131.21,2024-09-14
D344,STAT_D344,Antihypertensive,Syrup,5mg,278,81,11,76.18,2026-06-09
D345,STAT_D345,Analgesic,Tablet,5mg,167,98,1,57.46,2024-11-02
D346,STAT_D346,Analgesic,Injection,100mg,94,94,12,119.31,2026-03-18
D347,STAT_D347,Antidepressant,Capsule,10mg,413,28,27,82.36,2024-10-17
D348,STAT_D348,Antihypertensive,Tablet,5mg,345,90,3,125.85,2026-06-28
D349,STAT_D349,Antidiabetic,Capsule,5mg,52,92,15,82.47,2026-02-19
D350,STAT_D350,Analgesic,Syrup,50mg,351,50,13,151.02,2026-11-20
D351,STAT_D351,Antibiotic,Syrup,5mg,457,100,9,49.68,2024-08-10
D352,STAT_D352,Antihypertensive,Tablet,100mg,431,27,15,139.43,2025-01-06
D353,STAT_D353,Antibiotic,Syrup,5mg,348,90,15,88.57,2026-08-08
D354,STAT_D354,Antibiotic,Tablet,10mg,369,87,10,161.28,2024-12-02
D355,STAT_D355,Antidiabetic,Capsule,5mg,403,56,11,149.21,2025-11-26
D356,STAT_D356,Antihypertensive,Injection,50mg,138,68,9,68.72,2025-09-24
D357,STAT_D357,Antihypertensive,Tablet,5mg,198,94,24,67.96,2024-07-23
D358,STAT_D358,Antidepressant,Syrup,20mg,463,61,24,55.5,2026-09-18
D359,STAT_D359,Antihypertensive,Capsule,5mg,250,94,16,129.21,2024-11-02
D360,STAT_D360,Antihypertensive,Syrup,50mg,211,62,30,139.08,2025-12-22
D361,STAT_D361,Antihypertensive,Syrup,10mg,471,91,15,102.83,2024-04-15
D362,STAT_D362,Antibiotic,Capsule,50mg,147,98,7,167.2,2024-01-28
D363,STAT_D363,Antibiotic,Capsule,50mg,58,31,30,105.11,2026-12-13
D364,STAT_D364,Antibiotic,Injection,100mg,404,91,9,116.31,2026-12-10
D365,STAT_D365,Antibiotic,Capsule,10mg,110,71,16,169.57,2026-01-03
D366,STAT_D366,Analgesic,Capsule,100mg,332,72,27,69.07,2024-07-30
D367,STAT_D367,Analgesic,Injection,5mg,114,66,15,153.53,2024-04-29
D368,STAT_D368,Analgesic,Tablet,50mg,58,90,25,134.94,2024-04-01
D369,STAT_D369,Antibiotic,Capsule,10mg,42,44,6,25.24,2025-02-07
D370,STAT_D370,Antidepressant,Syrup,20mg,382,56,24,159.19,2025-12-22
D371,STAT_D371,Antidepressant,Syrup,5mg,349,67,19,44.6,2024-06-30
D372,STAT_D372,Antibiotic,Tablet,5mg,230,82,9,95.13,2026-11-09
D373,STAT_D373,Antidepressant,Syrup,20mg,261,30,2,95.39,2025-03-26
D374,STAT_D374,Antibiotic,Tablet,5mg,346,73,29,144.06,2026-12-22
D375,STAT_D375,Antidiabetic,Capsule,20mg,222,95,11,126.53,2026-03-22
D376,STAT_D376,Antidepressant,Syrup,100mg,220,59,28,25.52,2026-07-25
D377,STAT_D377,Antibiotic,Capsule,20mg,386,40,11,166.91,2025-04-08
D378,STAT_D378,Antihypertensive,Tablet,100mg,166,36,20,128.99,2024-02-18
D379,STAT_D379,Analgesic,Tablet,20mg,238,34,16,179.4,2024-07-08
D380,STAT_D380,Antihypertensive,Injection,100mg,88,36,23,184.74,2024-03-14
D381,STAT_D381,Antihypertensive,Syrup,10mg,458,52,23,85.9,2026-09-09
D382,STAT_D382,Antidepressant,Injection,20mg,118,23,10,100.63,2025-08-08
D383,STAT_D383,Antidiabetic,Injection,100mg,2,38,17,138.33,2025-02-23
D384,STAT_D384,Antidiabetic,Capsule,20mg,410,68,12,139.22,2026-01-31
D385,STAT_D385,Analgesic,Syrup,10mg,152,72,24,29.87,2025-05-03
D386,STAT_D386,Analgesic,Capsule,20mg,12,92,4,170.25,2026-02-27
D387,STAT_D387,Antibiotic,Tablet,5mg,45,63,30,123.58,2025-11-15
D388,STAT_D388,Antibiotic,Syrup,5mg,399,92,6,82.39,2025-06-25
D389,STAT_D389,Analgesic,Syrup,10mg,132,55,22,5,2026-08-17
D390,STAT_D390,Antibiotic,Syrup,50mg,419,50,10,73.74,2026-03-18
D391,STAT_D391,Antibiotic,Injection,10mg,305,80,15,69.42,2025-03-31
D392,STAT_D392,Analgesic,Injection,100mg,160,28,21,81.2,2025-02-01
D393,STAT_D393,Antidiabetic,Capsule,100mg,407,49,16,7.35,2025-04-03
D394,STAT_D394,Antihypertensive,Syrup,50mg,57,70,3,105.55,2026-12-03
D395,STAT_D395,Analgesic,Capsule,5mg,312,24,6,180.91,2026-01-06
D396,STAT_D396,Analgesic,Capsule,10mg,18,25,16,134.24,2025-09-01
D397,STAT_D397,Analgesic,Injection,20mg,155,48,29,178.52,2025-08-09
D398,STAT_D398,Antihypertensive,Tablet,5mg,274,80,5,11.84,2025-04-07
D399,STAT_D399,Antidiabetic,Tablet,100mg,334,40,4,175.99,2025-09-02
D400,STAT_D400,Antihypertensive,Tablet,20mg,174,44,1,16.38,2025-06-25
D401,STAT_D401,Antihypertensive,Injection,10mg,267,20,8,51.89,2024-09-25
D402,STAT_D402,Antibiotic,Injection,5mg,219,60,6,57.76,2024-12-22
D403,STAT_D403,Antidiabetic,Tablet,10mg,49,49,19,117.63,2024-07-28
D404,STAT_D404,Antidiabetic,Syrup,20mg,330,44,11,63.45,2024-04-07
D405,STAT_D405,Analgesic,Syrup,100mg,485,86,17,9.25,2026-10-06
D406,STAT_D406,Analgesic,Tablet,50mg,454,42,19,9.01,2026-11-14
D407,STAT_D407,Antihypertensive,Syrup,20mg,100,90,5,190.99,2024-09-19
D408,STAT_D408,Antidepressant,Tablet,100mg,166,49,29,7.81,2026-08-20
D409,STAT_D409,Antihypertensive,Tablet,5mg,288,33,26,116.89,2024-02-13
D410,STAT_D410,Antidiabetic,Injection,100mg,282,21,21,23.92,2026-05-24
D411,STAT_D411,Antihypertensive,Syrup,100mg,355,74,8,173.12,2024-09-10
D412,STAT_D412,Antidepressant,Capsule,20mg,329,94,20,175.16,2024-12-09
D413,STAT_D413,Antibiotic,Injection,5mg,62,43,19,30.7,2025-04-13
D414,STAT_D414,Antidepressant,Injection,20mg,156,32,30,15.94,2025-12-04
D415,STAT_D415,Antidepressant,Syrup,20mg,80,83,18,185.21,2024-08-25
D416,STAT_D416,Antibiotic,Injection,10mg,17,33,12,15.61,2026-01-08
D417,STAT_D417,Analgesic,Tablet,10mg,466,29,20,142.32,2026-09-29
D418,STAT_D418,Antihypertensive,Capsule,5mg,285,31,21,191.68,2024-08-12
D419,STAT_D419,Antihypertensive,Syrup,100mg,309,26,18,147.07,2024-09-24
D420,STAT_D420,Antihypertensive,Injection,20mg,428,34,10,94.95,2026-10-25
D421,STAT_D421,Antidepressant,Tablet,5mg,479,55,4,23.14,2026-08-19
D422,STAT_D422,Antidiabetic,Tablet,50mg,456,95,15,101.75,2024-02-13
D423,STAT_D423,Antihypertensive,Injection,5mg,410,57,13,199.02,2024-11-26
D424,STAT_D424,Antidiabetic,Syrup,5mg,266,86,11,29.95,2025-01-09
D425,STAT_D425,Antidepressant,Capsule,20mg,486,100,14,107.19,2024-09-20
D426,STAT_D426,Antihypertensive,Tablet,50mg,470,43,11,38.73,2025-09-17
D427,STAT_D427,Analgesic,Injection,20mg,358,66,21,60.89,2026-02-16
D428,STAT_D428,Antihypertensive,Capsule,5mg,9,50,5,103.47,2024-03-19
D429,STAT_D429,Antidepressant,Injection,100mg,375,44,24,129.75,2026-04-21
D430,STAT_D430,Analgesic,Capsule,20mg,74,63,4,75.41,2025-11-12
D431,STAT_D431,Analgesic,Injection,10mg,143,84,26,179.91,2024-03-08
D432,STAT_D432,Antidepressant,Capsule,10mg,218,76,20,11.18,2025-10-14
D433,STAT_D433,Antihypertensive,Syrup,5mg,283,63,18,150.22,2024-08-04
D434,STAT_D434,Antihypertensive,Syrup,10mg,344,50,27,166.93,2026-06-23
D435,STAT_D435,Antibiotic,Capsule,20mg,56,59,2,27.27,2025-01-27
D436,STAT_D436,Analgesic,Capsule,50mg,84,37,12,130.76,2025-07-05
D437,STAT_D437,Antidepressant,Injection,50mg,452,97,21,162.2,2025-05-23
D438,STAT_D438,Antidiabetic,Tablet,100mg,176,44,17,185.98,2025-02-12
D439,STAT_D439,Antidiabetic,Capsule,5mg,38,70,13,116.45,2025-07-03
D440,STAT_D440,Antidiabetic,Capsule,20mg,201,29,6,131.5,2025-02-28
D441,STAT_D441,Analgesic,Capsule,10mg,108,55,14,148.84,2024-05-23
D442,STAT_D442,Analgesic,Capsule,10mg,18,54,19,176.44,2025-09-22
D443,STAT_D443,Antibiotic,Tablet,100mg,184,33,1,81.27,2025-07-05
D444,STAT_D444,Antihypertensive,Syrup,10mg,246,58,29,182.91,2026-10-26
D445,STAT_D445,Analgesic,Syrup,5mg,300,29,24,151.3,2025-12-31
D446,STAT_D446,Antidepressant,Injection,100mg,292,46,13,109.75,2026-08-10
D447,STAT_D447,Analgesic,Capsule,20mg,104,22,11,81.26,2026-02-05
D448,STAT_D448,Antidiabetic,Capsule,5mg,249,47,18,144.54,2025-11-24
D449,STAT_D449,Antihypertensive,Capsule,10mg,413,95,1,106.88,2024-05-09
D450,STAT_D450,Analgesic,Tablet,10mg,299,69,8,19.91,2025-10-23
D451,STAT_D451,Antihypertensive,Syrup,10mg,94,73,12,130.72,2024-09-25
D452,STAT_D452,Antihypertensive,Tablet,5mg,354,53,17,146.2,2026-04-04
D453,STAT_D453,Antihypertensive,Capsule,20mg,431,63,1,42.9,2025-01-18
D454,STAT_D454,Analgesic,Injection,100mg,165,100,17,71.8,2026-06-06
D455,STAT_D455,Antidepressant,Syrup,50mg,456,20,18,181.17,2026-12-27
D456,STAT_D456,Antibiotic,Capsule,50mg,126,56,7,26.8,2026-02-16
D457,STAT_D457,Antibiotic,Capsule,100mg,254,85,22,62.98,2026-12-01
D458,STAT_D458,Antibiotic,Capsule,100mg,440,32,26,20.34,2024-04-01
D459,STAT_D459,Antidiabetic,Capsule,50mg,483,25,27,150.99,2026-07-21
D460,STAT_D460,Antidepressant,Tablet,10mg,297,87,11,149.14,2024-04-06
D461,STAT_D461,Antidepressant,Injection,100mg,137,91,16,125.85,2024-02-05
D462,STAT_D462,Antibiotic,Tablet,10mg,286,61,17,97.89,2026-03-21
D463,STAT_D463,Antihypertensive,Injection,100mg,20,85,10,195.13,2024-10-06
D464,STAT_D464,Antidiabetic,Capsule,10mg,367,26,28,68.11,2024-01-31
D465,STAT_D465,Antibiotic,Tablet,100mg,54,46,26,118.57,2024-01-02
D466,STAT_D466,Antidiabetic,Syrup,100mg,386,40,3,177.32,2024-11-21
D467,STAT_D467,Antidepressant,Capsule,5mg,132,48,13,14.92,2024-04-11
D468,STAT_D468,Antibiotic,Injection,50mg,290,94,8,69.29,2024-12-09
D469,STAT_D469,Analgesic,Injection,5mg,385,85,29,146.4,2025-12-23
D470,STAT_D470,Antihypertensive,Syrup,10mg,66,98,27,99.39,2025-05-05
D471,STAT_D471,Antidiabetic,Tablet,20mg,49,29,15,195.25,2025-09-17
D472,STAT_D472,Antidepressant,Syrup,50mg,147,34,16,116.39,2025-07-13
D473,STAT_D473,Antihypertensive,Capsule,10mg,364,56,21,129.63,2026-03-14
D474,STAT_D474,Analgesic,Syrup,10mg,172,50,21,45.76,2024-04-26
D475,STAT_D475,Antibiotic,Capsule,50mg,168,63,21,120.82,2025-07-30
D476,STAT_D476,Antidiabetic,Injection,5mg,477,86,30,184.97,2025-11-01
D477,STAT_D477,Antidiabetic,Syrup,50mg,424,83,29,72.98,2025-07-18
D478,STAT_D478,Antidiabetic,Injection,5mg,88,77,13,148.93,2024-10-18
D479,STAT_D479,Antidiabetic,Syrup,10mg,225,97,27,124.95,2025-03-30
D480,STAT_D480,Analgesic,Tablet,20mg,354,73,22,192.72,2025-02-04
D481,STAT_D481,Antihypertensive,Injection,20mg,470,92,14,162.64,2025-01-28
D482,STAT_D482,Antibiotic,Capsule,50mg,439,26,19,72.62,2026-11-01
D483,STAT_D483,Antibiotic,Capsule,10mg,26,88,25,117.46,2026-04-01
D484,STAT_D484,Antihypertensive,Syrup,5mg,180,86,19,66.23,2025-05-03
D485,STAT_D485,Antihypertensive,Capsule,5mg,245,77,10,148.72,2025-11-22
D486,STAT_D486,Antidepressant,Capsule,20mg,440,78,21,111.36,2026-07-30
D487,STAT_D487,Antidiabetic,Capsule,20mg,496,75,4,33.31,2024-07-06
D488,STAT_D488,Antibiotic,Capsule,100mg,124,61,4,130.21,2024-04-01
D489,STAT_D489,Antidepressant,Injection,10mg,272,90,18,117.54,2026-01-28
D490,STAT_D490,Antibiotic,Capsule,100mg,303,26,25,65.02,2025-10-02
D491,STAT_D491,Antihypertensive,Injection,100mg,252,68,7,134.78,2026-03-23
D492,STAT_D492,Antihypertensive,Syrup,50mg,210,86,27,118.77,2024-04-03
D493,STAT_D493,Antibiotic,Capsule,10mg,411,28,27,144.1,2024-03-17
D494,STAT_D494,Antibiotic,Capsule,50mg,421,65,16,123.34,2026-09-10
D495,STAT_D495,Analgesic,Injection,5mg,430,88,12,198.55,2026-09-13
D496,STAT_D496,Antihypertensive,Capsule,20mg,61,25,3,17.75,2025-07-03
D497,STAT_D497,Antidiabetic,Tablet,5mg,113,41,29,12.75,2026-06-13
D498,STAT_D498,Antidepressant,Injection,100mg,263,84,23,141.05,2025-10-18
D499,STAT_D499,Antihypertensive,Injection,50mg,236,23,3,144.56,2026-05-25
D500,STAT_D500,Antihypertensive,Capsule,50mg,208,38,28,38.81,2024-05-17
D501,STAT_D501,Antidepressant,Injection,10mg,486,87,11,142.41,2025-11-04
D502,STAT_D502,Antibiotic,Capsule,10mg,225,48,8,10.93,2025-01-15
D503,STAT_D503,Antibiotic,Tablet,100mg,68,61,20,155.38,2026-01-03
D504,STAT_D504,Antidepressant,Tablet,5mg,58,37,18,24.11,2025-01-13
D505,STAT_D505,Antihypertensive,Capsule,50mg,0,61,5,16.28,2025-07-01
D506,STAT_D506,Antibiotic,Tablet,10mg,402,23,15,127.43,2025-11-28
D507,STAT_D507,Antidiabetic,Injection,100mg,434,97,1,116.4,2025-02-04
D508,STAT_D508,Antibiotic,Syrup,5mg,425,96,29,171.58,2026-05-02
D509,STAT_D509,Antidepressant,Syrup,10mg,278,79,18,27.9,2024-01-28
D510,STAT_D510,Antibiotic,Tablet,100mg,428,93,9,124.48,2024-04-27
D511,STAT_D511,Antidepressant,Syrup,100mg,276,34,8,134.22,2025-03-28
D512,STAT_D512,Antidiabetic,Syrup,50mg,37,39,7,121.99,2024-05-23
D513,STAT_D513,Antihypertensive,Capsule,50mg,417,21,25,90.52,2026-02-17
D514,STAT_D514,Antidiabetic,Syrup,50mg,457,78,30,178.24,2025-03-30
D515,STAT_D515,Antidiabetic,Injection,10mg,238,100,3,98.73,2026-08-08
D516,STAT_D516,Antihypertensive,Syrup,20mg,362,50,16,87.03,2025-07-30
D517,STAT_D517,Antihypertensive,Capsule,50mg,422,26,11,111.38,2024-09-08
D518,STAT_D518,Analgesic,Syrup,50mg,96,96,8,110.64,2026-08-12
D519,STAT_D519,Analgesic,Injection,50mg,47,52,19,185.42,2024-09-20
D520,STAT_D520,Antihypertensive,Capsule,5mg,467,97,10,187.35,2026-05-01
D521,STAT_D521,Antidepressant,Capsule,100mg,302,49,28,99.49,2026-03-12
D522,STAT_D522,Analgesic,Injection,50mg,456,33,10,199.64,2026-01-14
D523,STAT_D523,Analgesic,Injection,20mg,275,23,4,104.1,2024-04-20
D524,STAT_D524,Analgesic,Syrup,50mg,78,63,25,193.12,2026-11-25
D525,STAT_D525,Antidiabetic,Syrup,10mg,196,37,3,89.62,2026-05-19
D526,STAT_D526,Antihypertensive,Tablet,20mg,74,27,9,45.57,2025-07-22
D527,STAT_D527,Analgesic,Capsule,5mg,358,47,28,140.71,2025-12-17
D528,STAT_D528,Antibiotic,Tablet,20mg,490,82,30,169.1,2026-08-13
D529,STAT_D529,Antibiotic,Tablet,10mg,28,33,13,178.56,2024-07-13
D530,STAT_D530,Analgesic,Syrup,50mg,224,73,1,85.56,2026-06-06
D531,STAT_D531,Antidiabetic,Capsule,10mg,392,96,23,34.31,2026-12-21
D532,STAT_D532,Antidiabetic,Injection,5mg,493,41,10,28.28,2025-06-13
D533,STAT_D533,Antidiabetic,Syrup,100mg,230,54,23,125.57,2026-09-18
D534,STAT_D534,Antidepressant,Syrup,10mg,162,84,14,41.48,2024-06-01
D535,STAT_D535,Antihypertensive,Syrup,100mg,306,44,29,132.87,2025-02-01
D536,STAT_D536,Analgesic,Tablet,20mg,73,25,29,42.94,2026-07-05
D537,STAT_D537,Analgesic,Injection,5mg,435,31,20,30.23,2024-07-10
D538,STAT_D538,Antidiabetic,Tablet,10mg,187,56,8,143.89,2026-03-18
D539,STAT_D539,Antidepressant,Injection,100mg,398,51,15,11.82,2026-04-13
D540,STAT_D540,Antihypertensive,Syrup,50mg,439,37,17,172.87,2024-11-03
D541,STAT_D541,Antihypertensive,Capsule,5mg,177,65,23,48.37,2025-12-25
D542,STAT_D542,Analgesic,Injection,5mg,487,85,30,148.83,2025-12-07
D543,STAT_D543,Antidepressant,Syrup,20mg,270,24,12,96.57,2024-06-23
D544,STAT_D544,Antidiabetic,Capsule,5mg,314,40,11,10.83,2025-05-11
D545,STAT_D545,Antihypertensive,Tablet,20mg,453,77,3,66.66,2025-04-23
D546,STAT_D546,Antihypertensive,Syrup,20mg,316,88,24,77.33,2025-03-03
D547,STAT_D547,Antibiotic,Capsule,100mg,5,28,29,40.55,2026-12-09
D548,STAT_D548,Analgesic,Capsule,100mg,346,48,9,99.81,2026-01-10
D549,STAT_D549,Antidiabetic,Injection,5mg,203,91,23,138.22,2026-01-07
D550,STAT_D550,Analgesic,Capsule,5mg,498,26,11,75.05,2024-01-21
D551,STAT_D551,Analgesic,Capsule,100mg,64,98,12,127.07,2025-12-05
D552,STAT_D552,Antibiotic,Tablet,5mg,23,23,16,126.71,2024-09-09
D553,STAT_D553,Antibiotic,Tablet,100mg,173,81,14,82.99,2026-09-30
D554,STAT_D554,Analgesic,Syrup,20mg,284,28,20,74.75,2026-07-03
D555,STAT_D555,Antidiabetic,Injection,100mg,176,42,6,70.17,2024-08-16
D556,STAT_D556,Antidiabetic,Syrup,10mg,471,100,22,110.78,2026-05-13
D557,STAT_D557,Antidepressant,Syrup,100mg,287,64,25,98.24,2025-08-10
D558,STAT_D558,Antidiabetic,Syrup,100mg,467,72,5,161.78,2025-12-11
D559,STAT_D559,Antibiotic,Injection,50mg,307,82,17,42.29,2024-11-04
D560,STAT_D560,Antidiabetic,Syrup,50mg,474,78,29,173.39,2025-08-05
D561,STAT_D561,Antibiotic,Injection,20mg,257,34,22,196.52,2026-06-04
D562,STAT_D562,Antihypertensive,Capsule,20mg,12,95,22,104.15,2025-06-05
D563,STAT_D563,Antidepressant,Capsule,50mg,482,25,19,7.83,2024-01-08
D564,STAT_D564,Antidepressant,Tablet,20mg,489,79,14,20.11,2024-10-18
D565,STAT_D565,Antidiabetic,Injection,100mg,269,82,26,166.89,2026-07-26
D566,STAT_D566,Analgesic,Capsule,10mg,390,73,7,136.42,2025-12-02
D567,STAT_D567,Antidiabetic,Syrup,100mg,443,52,25,193.03,2024-04-15
D568,STAT_D568,Antibiotic,Injection,100mg,254,52,14,162.06,2026-07-18
D569,STAT_D569,Antidepressant,Syrup,10mg,365,92,21,145.14,2024-03-01
D570,STAT_D570,Analgesic,Injection,50mg,442,26,11,141.34,2025-07-07
D571,STAT_D571,Antidiabetic,Injection,50mg,259,74,23,115.46,2024-12-01
D572,STAT_D572,Antidepressant,Syrup,100mg,154,53,15,40.37,2024-11-12
D573,STAT_D573,Antihypertensive,Syrup,20mg,443,46,28,54.4,2024-11-22
D574,STAT_D574,Antidepressant,Injection,10mg,304,31,26,88.98,2025-02-27
D575,STAT_D575,Antihypertensive,Tablet,20mg,249,64,18,144,2025-12-02
D576,STAT_D576,Antidiabetic,Syrup,50mg,33,88,12,133.36,2024-10-09
D577,STAT_D577,Antidiabetic,Tablet,20mg,326,81,25,147.94,2026-07-18
D578,STAT_D578,Antidepressant,Tablet,50mg,295,42,12,66.26,2025-11-14
D579,STAT_D579,Antidiabetic,Syrup,50mg,459,59,10,27.07,2025-04-22
D580,STAT_D580,Antidepressant,Tablet,50mg,465,72,14,56.36,2025-07-20
D581,STAT_D581,Antidepressant,Syrup,5mg,471,50,19,185.02,2026-10-07
D582,STAT_D582,Antihypertensive,Capsule,50mg,310,30,30,198.98,2026-05-30
D583,STAT_D583,Analgesic,Tablet,50mg,118,51,16,80.77,2026-01-07
D584,STAT_D584,Antibiotic,Capsule,100mg,110,82,11,181.04,2024-11-27
D585,STAT_D585,Antidiabetic,Tablet,5mg,390,84,4,10.59,2026-06-08
D586,STAT_D586,Antihypertensive,Injection,20mg,263,64,20,35.91,2026-04-20
D587,STAT_D587,Antidepressant,Syrup,20mg,162,31,3,96.54,2024-03-04
D588,STAT_D588,Antidiabetic,Tablet,20mg,180,58,24,6.49,2024-10-24
D589,STAT_D589,Antihypertensive,Tablet,50mg,149,77,10,28.18,2025-03-23
D590,STAT_D590,Antibiotic,Injection,20mg,165,61,12,151.57,2024-09-22
D591,STAT_D591,Analgesic,Injection,100mg,55,38,29,196.8,2025-09-09
D592,STAT_D592,Antibiotic,Capsule,50mg,42,31,9,22.11,2024-03-31
D593,STAT_D593,Analgesic,Capsule,10mg,76,24,11,157.37,2025-06-16
D594,STAT_D594,Antibiotic,Injection,5mg,333,98,26,33.31,2025-12-23
D595,STAT_D595,Antibiotic,Capsule,20mg,468,24,14,13.79,2024-01-18
D596,STAT_D596,Antibiotic,Injection,10mg,196,27,23,112.93,2024-10-03
D597,STAT_D597,Antihypertensive,Syrup,5mg,462,57,17,123.37,2024-03-25
D598,STAT_D598,Antidiabetic,Tablet,5mg,489,98,23,125.87,2025-03-17
D599,STAT_D599,Antidepressant,Syrup,50mg,50,46,25,43.34,2025-04-21
D600,STAT_D600,Analgesic,Syrup,20mg,373,60,4,166.25,2024-12-21
D601,STAT_D601,Antibiotic,Tablet,50mg,167,93,23,121.96,2025-10-26
D602,STAT_D602,Antihypertensive,Tablet,10mg,386,62,7,39.87,2026-04-23
D603,STAT_D603,Antidiabetic,Syrup,20mg,28,28,22,5.62,2026-10-28
D604,STAT_D604,Antidepressant,Tablet,100mg,409,30,7,115.13,2026-12-02
D605,STAT_D605,Antidiabetic,Capsule,10mg,453,37,29,26.37,2024-07-01
D606,STAT_D606,Analgesic,Injection,20mg,40,86,24,191.63,2025-09-28
D607,STAT_D607,Analgesic,Tablet,20mg,285,39,13,126.03,2024-12-07
D608,STAT_D608,Analgesic,Capsule,50mg,220,60,26,198.76,2024-02-27
D609,STAT_D609,Antidiabetic,Syrup,5mg,4,42,19,25.24,2026-04-20
D610,STAT_D610,Antidepressant,Syrup,100mg,214,46,12,6.84,2024-02-08
D611,STAT_D611,Analgesic,Injection,20mg,244,47,18,169.64,2024-02-05
D612,STAT_D612,Antihypertensive,Capsule,100mg,309,63,14,104.8,2026-04-08
D613,STAT_D613,Antidiabetic,Tablet,10mg,477,39,7,27.73,2025-11-14
D614,STAT_D614,Analgesic,Syrup,100mg,239,79,14,124.99,2026-06-30
D615,STAT_D615,Analgesic,Injection,50mg,338,51,4,187.73,2025-10-30
D616,STAT_D616,Antibiotic,Injection,100mg,130,59,26,7.05,2024-05-02
D617,STAT_D617,Antibiotic,Injection,50mg,10,83,28,194.64,2024-03-04
D618,STAT_D618,Analgesic,Tablet,10mg,141,86,28,133.53,2026-12-17
D619,STAT_D619,Antidepressant,Injection,5mg,96,59,17,94.3,2026-08-31
D620,STAT_D620,Antibiotic,Capsule,100mg,108,28,21,124.78,2025-02-26
D621,STAT_D621,Antibiotic,Tablet,5mg,81,55,11,71.01,2024-09-21
D622,STAT_D622,Analgesic,Syrup,100mg,249,95,6,180.73,2025-02-06
D623,STAT_D623,Antihypertensive,Injection,20mg,89,90,17,119.75,2026-10-19
D624,STAT_D624,Antihypertensive,Capsule,50mg,23,76,23,190.85,2025-07-11
D625,STAT_D625,Analgesic,Syrup,20mg,259,33,23,126.05,2024-04-20
D626,STAT_D626,Analgesic,Injection,50mg,29,30,22,117.08,2025-10-04
D627,STAT_D627,Antidiabetic,Capsule,10mg,249,54,4,36.32,2026-07-30
D628,STAT_D628,Antidepressant,Capsule,5mg,287,83,8,92.4,2026-01-29
D629,STAT_D629,Antidiabetic,Syrup,5mg,378,46,27,187.58,2024-02-11
D630,STAT_D630,Antibiotic,Syrup,100mg,104,89,1,71.54,2024-08-28
D631,STAT_D631,Analgesic,Tablet,100mg,445,72,16,131.54,2026-11-19
D632,STAT_D632,Antihypertensive,Tablet,100mg,4,85,18,171.29,2026-01-13
D633,STAT_D633,Antibiotic,Syrup,10mg,62,80,3,15.76,2025-05-07
D634,STAT_D634,Antihypertensive,Injection,5mg,62,63,26,136.64,2025-06-15
D635,STAT_D635,Antidiabetic,Capsule,10mg,308,93,24,106.04,2025-01-26
D636,STAT_D636,Antidepressant,Syrup,20mg,282,62,9,165.09,2024-07-04
D637,STAT_D637,Antihypertensive,Tablet,100mg,445,81,14,91.9,2024-11-17
D638,STAT_D638,Antidiabetic,Tablet,100mg,388,92,30,94.68,2024-04-14
D639,STAT_D639,Antidepressant,Tablet,10mg,71,21,14,139.81,2026-03-10
D640,STAT_D640,Antihypertensive,Capsule,20mg,477,34,1,100.94,2024-03-24
D641,STAT_D641,Antidiabetic,Tablet,50mg,111,21,18,92.93,2026-11-26
D642,STAT_D642,Antibiotic,Syrup,20mg,286,77,16,195.04,2024-06-16
D643,STAT_D643,Antidiabetic,Syrup,10mg,370,41,12,195.35,2025-11-05
D644,STAT_D644,Analgesic,Tablet,10mg,427,69,29,90.58,2024-02-04
D645,STAT_D645,Antihypertensive,Tablet,100mg,425,76,9,103.19,2024-12-22
D646,STAT_D646,Antihypertensive,Injection,50mg,226,21,5,42.98,2025-12-31
D647,STAT_D647,Antidepressant,Tablet,20mg,246,35,20,78.81,2025-03-21
